Designator,Mid X,Mid Y,Rotation,Layer
C1,117.75,-133.75,0.0,top
C2,117.75,-144.25,0.0,top
D1,105.6,-109.0,180.0,top
D2,114.075,-93.8,180.0,top
D3,119.5,-109.0,180.0,top
D4,114.1,-96.05,180.0,top
J1,112.2,-85.05,0.0,top
J2,105.0,-133.25,270.0,top
J3,104.95,-144.0,270.0,top
R1,110.1,-93.8,0.0,top
R2,107.105,-121.5,180.0,top
R3,110.1,-96.05,0.0,top
R4,119.02,-121.5,180.0,top
