Designator,Mid X,Mid Y,Rotation,Layer
C1,212.5,-96.522934,90.0,top
C2,181.0,-96.522935,90.0,top
C3,150.0,-96.517934,90.0,top
C4,212.0,-65.505,90.0,top
C5,181.0,-65.505,90.0,top
C6,150.0,-65.5,90.0,top
D1,197.9625,-125.3,0.0,top
D2,184.675,-133.05,90.0,bottom
D3,194.0625,-125.3,0.0,top
D4,222.3,-111.2,90.0,top
D5,194.0,-111.3,180.0,top
D6,197.91,-111.3,180.0,top
D7,224.8,-111.2,90.0,top
D8,185.175,-118.55,270.0,bottom
F1,188.870833,-125.7125,180.0,top
F2,188.970833,-111.5125,180.0,top
J1,213.7375,-134.55,180.0,top
J10,162.6,-117.7,0.0,top
J11,154.4,-110.8,180.0,top
J2,136.0,-127.5,0.0,top
J3,149.2625,-127.5,0.0,top
J4,162.6,-127.5,0.0,top
J5,162.5,-110.8,180.0,top
J6,170.6,-110.8,180.0,top
J7,136.6375,-112.05,0.0,top
J8,149.2625,-117.7,0.0,top
J9,224.15,-121.9575,270.0,top
R1,190.875,-134.6,90.0,bottom
R10,188.5,-119.5,90.0,bottom
R11,194.075,-114.75,180.0,bottom
R12,196.5,-55.6,0.0,bottom
R2,188.0,-134.0,270.0,bottom
R3,196.6625,-96.5,0.0,bottom
R4,206.5,-91.0,90.0,bottom
R5,193.275,-128.8,180.0,bottom
R6,222.3,-115.3,270.0,top
R7,191.375,-120.1,90.0,bottom
R8,206.5,-60.7,90.0,bottom
R9,224.8,-115.3,270.0,top
