Designator,Mid X,Mid Y,Rotation,Layer
C1,61.7,-38.8,0.0,top
C10,28.3625,-38.7388,180.0,top
C11,37.6625,-38.7333,0.0,top
C12,95.3625,-39.5833,0.0,top
C13,52.1,-39.9,180.0,top
C14,95.3625,-41.8333,0.0,top
C15,33.9625,-44.2333,180.0,top
C16,38.5,-44.3021,0.0,top
C17,95.3625,-44.1333,0.0,top
C18,28.3625,-44.8333,180.0,top
C19,52.1,-45.7,0.0,top
C2,45.0625,-36.3333,180.0,top
C20,37.9,-46.7333,0.0,top
C21,104.65,-47.8333,90.0,top
C22,72.7,-48.8667,270.0,top
C23,36.2589,-51.1443,180.0,top
C24,40.8589,-51.0443,180.0,top
C25,45.3964,-51.2329,180.0,top
C26,52.7,-47.9,180.0,top
C27,98.25,-49.9,0.0,top
C28,105.2,-52.25,0.0,top
C29,28.3625,-50.9279,180.0,top
C3,40.5625,-36.1633,180.0,top
C30,52.7,-52.95,0.0,top
C31,98.25,-51.9,0.0,top
C32,38.0589,-53.5642,0.0,top
C33,72.7,-53.5354,270.0,top
C34,98.2375,-54.4,0.0,top
C35,105.2,-54.5,0.0,top
C36,52.1,-55.15,180.0,top
C37,105.2,-56.65,0.0,top
C38,98.2375,-56.4,0.0,top
C39,28.3625,-57.0224,180.0,top
C4,35.9625,-36.3333,180.0,top
C40,34.2589,-59.1642,180.0,top
C41,38.7964,-59.3642,0.0,top
C42,72.7,-58.2042,270.0,top
C43,98.2375,-58.75,0.0,top
C44,52.1,-60.4333,0.0,top
C45,98.25,-60.9,0.0,top
C46,38.1964,-61.6642,0.0,top
C47,52.7,-62.6333,180.0,top
C48,113.4,-57.3333,270.0,top
C49,28.3625,-63.117,180.0,top
C5,77.4,-40.1333,90.0,top
C50,46.0813,-66.2069,180.0,top
C51,36.5813,-66.3381,180.0,top
C52,41.1813,-66.1681,180.0,top
C53,101.0,-63.15,0.0,top
C54,104.3,-63.21875,270.0,top
C55,106.35,-63.21875,270.0,top
C56,113.4,-66.3333,270.0,top
C57,52.7,-67.65,0.0,top
C58,79.9548,-65.4833,270.0,top
C59,82.6022,-65.4833,270.0,top
C6,52.7,-37.3716,0.0,top
C60,87.3971,-65.4833,270.0,top
C61,38.2813,-68.7381,0.0,top
C62,28.3625,-69.2115,180.0,top
C63,74.15,-66.0833,270.0,top
C64,77.1374,-66.0833,270.0,top
C65,52.1,-70.5572,180.0,top
C66,81.375,-70.8333,180.0,top
C67,34.5813,-74.1021,180.0,top
C68,39.1188,-74.1021,0.0,top
C69,52.1,-75.5833,0.0,top
C7,80.3633,-40.7583,90.0,top
C70,38.5188,-76.8021,0.0,top
C71,52.7,-77.8333,180.0,top
C72,106.75,-33.65,180.0,bottom
C73,115.3,-34.7333,90.0,bottom
C74,112.9,-34.7333,90.0,bottom
