Designator,Mid X,Mid Y,Rotation,Layer
C1,141.2,-59.3,270.0,top
C10,148.9,-62.2,90.0,top
C11,116.9,-119.5,0.0,top
C12,116.9,-122.1,0.0,top
C13,153.5,-110.7,0.0,top
C14,145.05,-119.7,0.0,top
C15,158.6,-59.55,180.0,top
C16,149.55,-119.85,0.0,top
C17,141.0,-119.7,180.0,top
C18,135.7,-104.4,90.0,top
C19,135.85,-49.0,180.0,bottom
C2,139.4,-59.3,270.0,top
C20,140.95,-49.0,0.0,bottom
C3,128.3375,-97.95,180.0,top
C4,130.55,-96.45,180.0,top
C5,130.65,-77.9,0.0,top
C6,130.65,-76.3,0.0,top
C7,149.55,-122.35,0.0,top
C8,145.05,-121.8,0.0,top
C9,151.4,-62.8,90.0,top
D1,124.55,-92.875,180.0,top
D10,121.1,-54.9,180.0,top
D11,117.8,-90.9,0.0,top
D12,116.7,-116.25,180.0,top
D13,116.7,-108.85,180.0,top
D14,150.3,-103.0,0.0,top
D15,150.3,-104.6,0.0,top
D16,128.85,-112.75,90.0,top
D17,134.2,-112.65,90.0,top
D18,152.075,-55.2,0.0,top
D19,152.075,-52.19,0.0,top
D2,116.7,-114.4,180.0,top
D20,133.7,-57.15,90.0,bottom
D21,130.3375,-46.94,180.0,top
D22,130.3,-49.96,180.0,top
D23,157.6,-113.1,180.0,top
D24,131.3,-118.6,180.0,top
D25,131.3,-120.8,180.0,top
D3,116.7,-81.825,0.0,top
D4,116.7,-75.6,0.0,top
D5,116.7,-110.7,180.0,top
D6,116.7,-112.55,180.0,top
D7,116.7,-77.675,0.0,top
D8,116.7,-79.75,0.0,top
D9,116.4,-64.05,180.0,top
J1,110.5,-92.35,270.0,top
J10,128.075,-83.1,270.0,top
J11,110.5,-76.55,270.0,top
J12,110.5,-60.75,270.0,top
J13,122.2,-135.5,0.0,top
J14,129.3,-129.65,0.0,top
J15,122.2,-129.6,0.0,top
J16,158.7,-56.0,90.0,top
J17,158.6,-129.8,90.0,top
J18,129.3,-135.5,0.0,top
J19,148.1,-128.4,0.0,top
J2,110.5,-52.95,270.0,top
J20,110.5,-123.95,270.0,top
J22,115.7,-137.19,180.0,top
J23,158.6,-106.8,90.0,top
J24,110.5,-108.15,270.0,top
J25,136.6,-135.5,0.0,top
J26,129.8,-57.6,0.0,top
J27,138.2,-90.625,0.0,top
J28,138.86,-46.1,90.0,top
J29,133.1,-93.175,180.0,top
J3,160.05,-94.025,270.0,top
J4,123.1,-67.25,270.0,top
J5,152.15,-47.35,180.0,top
J6,123.1,-70.95,270.0,top
J7,158.65,-122.5,90.0,top
J8,142.1,-128.1,270.0,top
J9,148.1,-135.5,0.0,top
Q1,118.766958,-93.772497,0.0,top
Q2,117.3,-61.3,0.0,top
Q3,143.4,-103.8,270.0,top
Q4,138.9,-100.3,180.0,top
R1,130.5,-112.8,90.0,top
R10,121.8,-60.33,0.0,top
R11,154.9,-59.8,180.0,top
R12,121.8,-62.3,180.0,top
R13,124.9125,-87.45,0.0,top
R14,124.9,-89.15,0.0,top
R15,126.7,-46.93,0.0,top
R16,126.7,-49.95,0.0,top
R17,153.8875,-113.1,0.0,top
R18,146.4,-104.32,90.0,top
R19,127.6375,-118.85,0.0,top
R2,132.6,-112.8,90.0,top
R20,127.6375,-120.55,0.0,top
R21,140.3,-104.32,90.0,top
R3,117.8,-54.9,0.0,top
R4,118.166958,-96.772497,180.0,top
R5,122.166958,-93.772497,270.0,top
R6,145.5,-88.8125,90.0,top
R7,149.3,-88.8125,90.0,top
R8,148.2275,-55.2,0.0,top
R9,148.2275,-52.18,0.0,top
SW1,119.6,-53.625,0.0,top
U1,131.5,-106.2,270.0,top
U2,145.3,-112.6,270.0,top
U3,143.3,-75.0,270.0,top
U4,139.95,-57.05,0.0,bottom
U5,123.5,-113.0,270.0,top
Y1,140.4,-56.2,0.0,top
