Designator,Mid X,Mid Y,Rotation,Layer
C1,129.513748,-137.755,90.0,top
C10,125.233748,-128.968748,90.0,top
C11,123.533748,-124.268748,90.0,top
C12,124.063748,-115.755,180.0,top
C13,122.833748,-129.768748,270.0,top
C14,135.013748,-153.337379,90.0,top
C15,116.833748,-130.018748,270.0,top
C16,114.333748,-129.281248,90.0,top
C17,109.876248,-128.655,0.0,top
C18,109.076248,-126.255,180.0,top
C19,99.076248,-134.905,180.0,top
C2,125.179036,-145.544843,0.0,top
C20,65.4,-140.2,90.0,top
C21,103.046248,-143.205,180.0,top
C22,97.746248,-143.205,0.0,top
C23,99.246248,-146.305,270.0,top
C24,101.4958,-146.31811,270.0,top
C25,88.776248,-161.23,0.0,top
C26,65.4,-149.3,270.0,top
C27,97.313748,-159.605,180.0,top
C28,101.213748,-159.605,0.0,top
C29,101.213748,-161.805,0.0,top
C3,83.813748,-121.755,90.0,top
C30,96.513748,-161.905,0.0,top
C31,70.4175,-160.84,0.0,top
C4,89.713748,-121.755,90.0,top
C5,128.713748,-113.155,180.0,top
C6,128.713748,-115.755,180.0,top
C7,116.979036,-151.944843,90.0,top
C8,135.013748,-144.796189,90.0,top
C9,126.633748,-124.318748,90.0,top
D1,146.2,-137.35,90.0,top
D2,142.7,-137.3,90.0,top
D3,136.926248,-160.355,0.0,top
D4,136.926248,-163.855,0.0,top
J1,84.213748,-113.355,0.0,top
J10,65.513748,-113.255,0.0,top
J11,107.513748,-116.755,180.0,top
J12,105.988748,-132.33,0.0,top
J13,110.013748,-140.255,0.0,top
J14,88.093748,-149.255,270.0,top
J15,109.013748,-150.255,90.0,top
J16,56.1,-141.255,90.0,top
J17,88.576248,-156.705,180.0,top
J18,109.013748,-158.88,90.0,top
J19,55.125,-134.0,90.0,top
J2,96.313748,-113.355,0.0,top
J20,56.1,-150.05,90.0,top
J21,117.013748,-161.755,0.0,top
J22,124.913748,-161.705,0.0,top
J23,55.125,-154.9,90.0,top
J24,78.6,-162.9,180.0,top
J25,83.6,-161.36,0.0,top
J3,74.513748,-121.995,180.0,top
J4,73.488748,-112.755,90.0,top
J5,62.963748,-127.755,90.0,top
J6,143.913748,-127.955,90.0,top
J7,55.463748,-127.755,90.0,top
J8,136.513748,-136.755,180.0,top
J9,120.553748,-139.755,270.0,top
R1,145.935,-141.333333,90.0,top
R10,82.513748,-136.1675,90.0,top
R11,84.223748,-136.1675,90.0,top
R12,85.923748,-136.1675,90.0,top
R13,89.5,-139.9,0.0,top
R14,108.863748,-153.155,180.0,top
R16,108.863748,-161.78,180.0,top
R17,104.013748,-161.105,270.0,top
R18,132.926248,-160.355,0.0,top
R19,132.926248,-163.855,0.0,top
R2,142.965,-141.283334,90.0,top
R20,63.3,-140.4,90.0,top
R21,63.3,-149.1,90.0,top
R3,85.813748,-121.705,90.0,top
R4,87.713748,-121.705,90.0,top
R5,61.313748,-114.855,90.0,top
R6,110.413748,-116.915,90.0,top
R7,108.888748,-132.1825,270.0,top
R8,70.6,-163.4,0.0,top
R9,80.723748,-136.1675,90.0,top
U1,123.365288,-150.989843,180.0,top
U2,117.151248,-120.83,180.0,top
U3,99.61205,-153.16811,90.0,top
X1,97.976248,-138.505,180.0,top
